id;object;sdh_knuckle_joint;sdh_finger_12_joint;sdh_finger_13_joint;sdh_finger_22_joint;sdh_finger_23_joint;sdh_thumb_2_joint;sdh_thumb_3_joint;direction;qw;qx;qy;qz;pos-x;pos-y;pos-z;eps_l1;vol_l1;
120;yellowsaltcube;0;-0.9854;1.4232000096;-0.790399994;1.5452000121;-0.0283999839;0.9472;SIDE;-0.4826252984;0.6436995111;0.3461164286;-0.4826252984;141.9251814446;-57.7061419236;101.2844105187;0.014519589;0.000091738;120
121;yellowsaltcube;0;-0.9854;1.3702000071;-0.7183999938;1.3742000072;-0.1223999851;0.9472;SIDE;0.5096885271;-0.301185066;0.6242777961;-0.5096885271;-148.8002287993;64.9788750153;87.1867348953;0.012132222;0.000093011;121
122;yellowsaltcube;0;-0.4783999922;1.0362000042;-0.3193999879;0.9472;-0.3133999876;0.9472;SIDE;-5.9260169403510562e-17;-0.1490442906;-0.6958492517;0.7025522175;25.3437759558;161.0476321526;94.1013316704;0.003842061;0.000048588;122
123;yellowsaltcube;0;0.18960002;0.9472;-0.0323999841;1.3292000084;-0.9854;1.5707963268;SIDE;0.7031912211;0.6902438555;-0.1705447932;-7.8941758036107158e-17;43.1754945011;129.5000345939;133.5813182373;0.007625652;0.000029273;123
124;yellowsaltcube;0;-0.3233999881;1.5707963268;-0.0393999844;1.5192000109;-0.9854;1.5707963268;SIDE;-0.4963232973;0.5683758767;0.4292729107;-0.4963232973;141.5296138434;3.3356444449;94.1253486421;0.004441765;0.00004186;124
125;yellowsaltcube;0;-0.9854;1.5707963268;-0.7033999931;1.5707963268;-0.1513999865;1.2042000057;SIDE;-0.4754337637;-0.4286196306;0.6034987033;0.4754337637;147.0785378469;-21.2722874385;61.2597039481;0.00896549;0.000051353;125
126;yellowsaltcube;0;-0.9854;1.5707963268;-0.7953999942;1.5707963268;-0.0863999834;0.9472;SIDE;0.7075929366;0.6978384822;-0.1110571426;-9.8063357410084633e-17;16.2439629408;148.946723597;49.1468513475;0.008796861;0.000024021;126
127;yellowsaltcube;0;-0.5403999919;0.9472;-0.3363999887;0.9472;-0.3773999907;0.9472;SIDE;0.6963243618;0.6747148721;-0.2447288799;7.9720248608100436e-17;65.3702010598;159.2730786073;53.529984395;0.003513191;0.00001598;127
128;yellowsaltcube;0;-0.3753999906;0.9472;-0.4823999924;1.121200005;-0.2793999893;0.9472;SIDE;-6.9649036433075741e-17;-0.2240834894;-0.5608544349;0.7970124796;64.1180508264;143.8476980129;-25.7432797286;0.008960286;0.000043018;128
129;yellowsaltcube;0;-0.9854;1.5707963268;-0.6513999939;1.5707963268;-0.3143999877;1.5242000111;SIDE;-0.4754337637;-0.4286196306;0.6034987033;0.4754337637;142.665343607;-25.8680685445;60.9146405232;0.010962917;0.000053013;129
130;yellowsaltcube;0;-0.5673999932;0.9952000023;-0.5933999912;1.0742000028;-0.2183999864;0.9472;SIDE;0.5053084035;-0.3309127505;0.6162982933;-0.5053084035;-158.7997070643;58.6451638107;26.2747358648;0.011728275;0.000044167;130
131;yellowsaltcube;0;-0.6943999927;0.9472;-0.4833999925;0.9472;-0.2603999884;0.9472;SIDE;1.1885300614873203e-16;0.2352257323;0.700585787;-0.673682722;63.7495059832;164.435666512;105.7887862646;0.00713176;0.000015198;131
